TEST-EINR
BioMate 3S v4.000I 2K6N070003

Kinetik                     1:04 13Aug13
Testbez.                          ------
Messmodus                     Absorption
Wellenlnge                      436.0nm
Ref.-Wellenlg.korrektur              Aus
Delay-Zeit (min:sec)                0:00
Intervallzeit (min:sek)             0:01
Gesamtlaufzeit(hr:min:sec)       0:05:00
Zeige Ergebnis                       Ein
Faktor                             1.000
Einheitn                               C
Linearittswert                    0.005
Probenposition            Einfachhalter-
ID# (0=AUS)                            1
Untere/Obere Grenze           -9999/9999
Auto Speichern                       Aus


HH:MM:SS   Abs    Delta   Lin
--------  ------  ------  ---
 0:00:00   0.113  ------  ---
 0:00:01   0.137   0.024  ---
 0:00:02   0.160   0.023   L 
 0:00:03   0.184   0.024   L 
 0:00:04   0.208   0.024   L 
 0:00:05   0.232   0.024   L 
 0:00:06   0.256   0.024   L 
 0:00:07   0.280   0.024   L 
 0:00:08   0.305   0.025   L 
 0:00:09   0.328   0.023   L 
 0:00:10   0.352   0.024   L 
 0:00:11   0.376   0.024   L 
 0:00:12   0.400   0.024   L 
 0:00:13   0.423   0.023   L 
 0:00:14   0.447   0.024   L 
 0:00:15   0.470   0.023   L 
 0:00:16   0.492   0.022   L 
 0:00:17   0.514   0.022   L 
 0:00:18   0.535   0.021   L 
 0:00:19   0.556   0.021   L 
 0:00:20   0.577   0.021   L 
 0:00:21   0.597   0.020   L 
 0:00:22   0.617   0.020   L 
 0:00:23   0.636   0.019   L 
 0:00:24   0.655   0.019   L 
 0:00:25   0.673   0.018   L 
 0:00:26   0.691   0.018   L 
 0:00:27   0.707   0.016   L 
 0:00:28   0.723   0.016   L 
 0:00:29   0.738   0.015   L 
 0:00:30   0.752   0.014   L 
 0:00:32   0.764   0.012   L 
 0:00:33   0.776   0.012   L 
 0:00:34   0.786   0.010   L 
 0:00:35   0.795   0.009   L 
 0:00:36   0.802   0.007   L 
 0:00:37   0.809   0.007   L 
 0:00:38   0.814   0.005   L 
 0:00:39   0.818   0.004   L 
 0:00:40   0.821   0.003   L 
 0:00:41   0.824   0.003   L 
 0:00:42   0.825   0.001   L 
 0:00:43   0.827   0.002   L 
 0:00:44   0.828   0.001   L 
 0:00:45   0.828   0.000   L 
 0:00:46   0.829   0.001   L 
 0:00:47   0.829   0.000   L 
 0:00:48   0.830   0.001   L 
 0:00:49   0.830   0.000   L 
 0:00:50   0.830   0.000   L 
 0:00:51   0.830   0.000   L 
 0:00:52   0.830   0.000   L 
 0:00:53   0.830   0.000   L 
 0:00:54   0.830   0.000   L 
 0:00:55   0.830   0.000   L 
 0:00:56   0.830   0.000   L 
 0:00:57   0.829  -0.001   L 
 0:00:58   0.829   0.000   L 
 0:00:59   0.829   0.000   L 
 0:01:00   0.829   0.000   L 
 0:01:01   0.829   0.000   L 
 0:01:02   0.829   0.000   L 
 0:01:03   0.829   0.000   L 
 0:01:04   0.829   0.000   L 
 0:01:05   0.829   0.000   L 

       ID#  Abs/Min    Ergebnis   C
         1   0.661      0.661     
